                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.87801,                0.97217,                 1.0091,                0.46315,                0.92194,                0.59167,                0.43788,                 1.0037,                 1.0021,                 1.0829,             0.00069881,             0.00069881,             0.00069881
                     46,                0.88459,                0.99644,                 1.0145,                0.44599,                0.92345,                0.61071,                0.45411,                 1.0077,                0.99898,                 1.0838,              0.0006768,              0.0006768,              0.0006768
                     47,                0.86996,                0.98468,                0.99109,                0.51444,                 0.8367,                0.64415,                0.47477,                0.94069,                0.99681,                 1.0361,              0.0006548,              0.0006548,              0.0006548
                     48,                0.87924,                 0.9919,                 1.0005,                0.44098,                0.89652,                0.60192,                0.44205,                 1.0198,                  1.062,                 1.1117,             0.00063279,             0.00063279,             0.00063279
                     49,                0.88391,                0.98528,                0.99202,                0.51053,                0.77758,                0.64795,                0.47483,                0.95671,                0.98457,                 1.0828,             0.00061079,             0.00061079,             0.00061079
                     50,                0.87165,                0.95401,                 1.0067,                  0.541,                0.82267,                0.62509,                0.45528,                0.96275,                 1.0157,                 1.0661,             0.00058878,             0.00058878,             0.00058878
                     51,                0.85907,                0.92477,                0.98448,                0.50439,                0.83482,                0.63833,                0.47442,                 0.9562,                 1.0021,                 1.0795,             0.00056678,             0.00056678,             0.00056678
                     52,                0.85419,                0.94571,                0.99079,                0.58752,                0.73491,                0.66908,                0.50129,                0.92514,                0.97183,                 1.0396,             0.00054478,             0.00054478,             0.00054478
                     53,                0.82749,                0.91591,                0.97277,                 0.4982,                 0.8711,                0.64323,                0.48552,                0.91723,                  1.003,                 1.0538,             0.00052277,             0.00052277,             0.00052277
                     54,                0.83391,                0.91087,                0.97963,                0.64599,                0.72066,                0.69481,                0.52295,                0.93352,                0.94413,                 1.0399,             0.00050077,             0.00050077,             0.00050077
